,layer,wordID,meaningID,target,baseS,SignS,error,meanError,standardError,Model,diff_base_emb,diff_base_human
2225,2,39,2,obra,-0.0491867139935493,-0.0371491648256778,0.0120375491678714,0.0127489008405741,0.0015859422778035,GPT-2,0.012037549167871496,0.305690072639225
2226,3,39,2,obra,-0.0612783953547477,-0.0594409555196762,0.0018374398350715,0.0102653523332419,0.0013534774855699,GPT-2,0.0018374398350715013,0.305690072639225
2227,4,39,2,obra,-0.0596804954111576,-0.0595548599958419,0.0001256354153156,0.0046862737731413,0.0012720443580039,GPT-2,0.00012563541531570438,0.305690072639225
2228,5,39,2,obra,-0.0466644242405891,-0.0503516942262649,-0.0036872699856758,0.0040495258339859,0.0012810705161409,GPT-2,-0.003687269985675798,0.305690072639225
2229,6,39,2,obra,-0.0820440948009491,-0.082106813788414,-6.271898746490479e-05,0.0022099248054338,0.0013141334037509,GPT-2,-6.271898746490479e-05,0.305690072639225
2230,7,39,2,obra,-0.0790966972708702,-0.0674120411276817,0.0116846561431884,0.007077143220429,0.0017524338287417,GPT-2,0.01168465614318849,0.305690072639225
2231,8,39,2,obra,-0.0706610679626464,-0.0463846698403358,0.0242763981223106,0.0133599026247541,0.0021261208536261,GPT-2,0.024276398122310604,0.305690072639225
2232,9,39,2,obra,-0.079825535416603,-0.0458655506372451,0.0339599847793579,0.020010190956453,0.0026230844050259,GPT-2,0.0339599847793579,0.305690072639225
2233,10,39,2,obra,-0.0690774321556091,-0.0210319124162197,0.0480455197393894,0.0254147091157179,0.0033019749057338,GPT-2,0.048045519739389406,0.305690072639225
2234,11,39,2,obra,-0.072219580411911,-0.0105341346934437,0.0616854457184672,0.0258183518939829,0.0033397806915065,GPT-2,0.0616854457184673,0.305690072639225
2235,12,39,2,obra,-0.0689520463347435,0.0030708778649568,0.0720229241997003,0.0313646246362081,0.0035394602982381,GPT-2,0.0720229241997003,0.305690072639225
2236,0,40,1,plataforma,0.4923105835914612,0.4923105835914612,0.0,0.0,0.0,GPT-2,0.0,0.243225158916025
2237,1,40,1,plataforma,-0.0022966247051954,0.0226883795112371,0.0249850042164325,0.008103385602342,0.0017484787756044,GPT-2,0.0249850042164325,0.243225158916025
2238,2,40,1,plataforma,-0.0440498813986778,-0.0179889127612113,0.0260609686374664,0.0127489008405741,0.0015859422778035,GPT-2,0.026060968637466497,0.243225158916025
2239,3,40,1,plataforma,-0.0694895833730697,-0.0547454468905925,0.0147441364824771,0.0102653523332419,0.0013534774855699,GPT-2,0.014744136482477195,0.243225158916025
2240,4,40,1,plataforma,-0.0823681503534317,-0.0742202177643776,0.0081479325890541,0.0046862737731413,0.0012720443580039,GPT-2,0.008147932589054108,0.243225158916025
