,wordID,target,meaningID,sesgoBase,sesgoGen
0,00,raya,1,-0.06171979010105133,-0.034710146486759186
1,00,raya,2,-0.105924591422081,-0.10043517500162125
2,01,llama,1,-0.1966153383255005,-0.18589085340499878
3,01,llama,2,-0.05140465870499611,-0.05676692724227905
4,02,salamandra,1,-0.15580740571022034,-0.1395314782857895
5,02,salamandra,2,-0.10814094543457031,-0.09402478486299515
6,03,muñeca,1,-0.05975145101547241,-0.06761389970779419
7,03,muñeca,2,-0.08624295890331268,-0.10559546947479248
8,04,palma,1,-0.013965439982712269,-0.024077123031020164
9,04,palma,2,-0.08012962341308594,-0.06888199597597122
10,05,peso,1,-0.0513167567551136,-0.0469626784324646
11,05,peso,2,-0.041909877210855484,-0.04179269075393677
12,06,banco,1,-0.13479161262512207,-0.10698400437831879
13,06,banco,2,-0.09660816192626953,-0.08425231277942657
14,07,tarjeta,1,-0.08668248355388641,-0.07019665837287903
15,07,tarjeta,2,-0.04358440265059471,-0.031581539660692215
16,08,granada,1,-0.12892940640449524,-0.13332946598529816
17,08,granada,2,-0.07160601019859314,-0.05854646861553192
18,09,lima,1,-0.12729039788246155,-0.11221630871295929
19,09,lima,2,-0.12030787020921707,-0.11115532368421555
20,10,mango,1,-0.1269702911376953,-0.1279899626970291
21,10,mango,2,-0.09665003418922424,-0.08812906593084335
22,11,copa,1,-0.12839895486831665,-0.1357746720314026
23,11,copa,2,-0.10777702182531357,-0.140238419175148
24,12,arco,1,-0.1489531695842743,-0.14888612926006317
25,12,arco,2,-0.03226596117019653,-0.05050325766205788
26,13,penal,1,-0.1208970844745636,-0.12479070574045181
27,13,penal,2,-0.05080755800008774,-0.049244798719882965
28,14,pico,1,-0.07038682699203491,-0.06151137501001358
29,14,pico,2,-0.08350762724876404,-0.05780753865838051
30,15,cabo,1,-0.11483987420797348,-0.08634159713983536
31,15,cabo,2,-0.09100997447967529,-0.08733803778886795
32,16,sierra,1,-0.12195943295955658,-0.08913876861333847
33,16,sierra,2,-0.06656886637210846,-0.06093999743461609
34,17,cólera,1,-0.10249167680740356,-0.0759006068110466
35,17,cólera,2,-0.028539590537548065,-0.024188267067074776
36,18,buzo,1,-0.1371540129184723,-0.11804351955652237
37,18,buzo,2,-0.10729290544986725,-0.09169664233922958
38,19,sostén,1,-0.13545460999011993,-0.08537589013576508
39,19,sostén,2,-0.06579548120498657,-0.043636422604322433
40,20,taco,1,-0.08472995460033417,-0.061417773365974426
41,20,taco,2,-0.10646478831768036,-0.08166167885065079
42,21,pluma,1,-0.07102502882480621,-0.08949600160121918
43,21,pluma,2,-0.1082516759634018,-0.1032714694738388
44,23,regla,1,-0.10221254825592041,-0.10071726888418198
45,23,regla,2,-0.07732263952493668,-0.0847959816455841
46,24,goma,1,-0.1213102638721466,-0.12726011872291565
47,24,goma,2,-0.14763978123664856,-0.13131438195705414
48,25,raíz,1,-0.11973217874765396,-0.09061594307422638
49,25,raíz,2,-0.10628749430179596,-0.12150700390338898
50,26,cuarto,1,-0.05266905203461647,-0.01952374167740345
51,26,cuarto,2,-0.013712335377931595,0.0016790609806776047
52,27,medio,1,-0.034089408814907074,-0.03583016246557236
53,27,medio,2,-0.031206127256155014,-0.04110793024301529
54,28,cuenta,1,-0.027497228235006332,-0.0349859893321991
55,28,cuenta,2,-0.023058641701936722,-0.01652500592172146
56,29,nota,1,-0.12864872813224792,-0.12844784557819366
57,29,nota,2,-0.0813024714589119,-0.08245466649532318
58,30,órgano,1,-0.0903436467051506,-0.09126299619674683
59,30,órgano,2,-0.030061893165111542,-0.016755826771259308
60,31,batería,1,-0.20411764085292816,-0.16926318407058716
61,31,batería,2,-0.1312226951122284,-0.12564855813980103
62,32,izquierda,1,-0.08468221127986908,-0.035629741847515106
63,32,izquierda,2,-0.0016739610582590103,-0.012566911056637764
64,33,partido,1,-0.03826721012592316,-0.08274588733911514
65,33,partido,2,-0.1092081144452095,-0.077129065990448
66,34,campaña,1,-0.11370575428009033,-0.1155800148844719
67,34,campaña,2,-0.18718001246452332,-0.17613044381141663
68,35,estado,1,-0.06335458904504776,-0.05699291080236435
69,35,estado,2,-0.02599220722913742,0.004959482699632645
