layer,wordID,meaningID,target,sesgoBase,sesgoGen,error,meanError,standardError
0,00,1,raya,0.30073338747024536,0.30073338747024536,0.0,0.0,0.0
1,00,1,raya,0.03983943536877632,0.029065152630209923,-0.010774282738566399,0.008103385602342004,0.0017484787756044552
2,00,1,raya,-0.030501186847686768,-0.030468307435512543,3.2879412174224854e-05,0.012748900840574123,0.0015859422778035268
3,00,1,raya,-0.04941346123814583,-0.047497786581516266,0.0019156746566295624,0.010265352333241955,0.0013534774855699394
4,00,1,raya,-0.06722433865070343,-0.070028156042099,-0.002803817391395569,0.004686273773141364,0.0012720443580039867
5,00,1,raya,-0.07397467643022537,-0.06537678837776184,0.008597888052463531,0.004049525833985907,0.001281070516140924
6,00,1,raya,-0.06853976845741272,-0.06197037175297737,0.0065693967044353485,0.0022099248054338262,0.0013141334037509449
7,00,1,raya,-0.07311709225177765,-0.050751443952322006,0.022365648299455643,0.007077143220429091,0.0017524338287417153
8,00,1,raya,-0.08130323141813278,-0.039301931858062744,0.04200129956007004,0.013359902624754196,0.002126120853626103
9,00,1,raya,-0.10394792258739471,-0.024453382939100266,0.07949453964829445,0.02001019095645306,0.002623084405025937
10,00,1,raya,-0.09673982858657837,-0.0023317872546613216,0.09440804133191705,0.025414709115717957,0.003301974905733814
11,00,1,raya,-0.0751924067735672,0.016456523910164833,0.09164893068373203,0.025818351893982988,0.003339780691506568
12,00,1,raya,-0.07712031900882721,0.009934484958648682,0.08705480396747589,0.03136462463620812,0.0035394602982381485
0,00,2,raya,0.40422001481056213,0.40422001481056213,0.0,0.0,0.0
1,00,2,raya,0.03511885926127434,0.03622514009475708,0.0011062808334827423,0.008103385602342004,0.0017484787756044552
2,00,2,raya,-0.03613904491066933,-0.02183378115296364,0.014305263757705688,0.012748900840574123,0.0015859422778035268
3,00,2,raya,-0.06348489224910736,-0.05766076594591141,0.005824126303195953,0.010265352333241955,0.0013534774855699394
4,00,2,raya,-0.08344215154647827,-0.07910829782485962,0.004333853721618652,0.004686273773141364,0.0012720443580039867
5,00,2,raya,-0.09856122732162476,-0.08516693115234375,0.013394296169281006,0.004049525833985907,0.001281070516140924
6,00,2,raya,-0.08580263704061508,-0.07256148755550385,0.013241149485111237,0.0022099248054338262,0.0013141334037509449
7,00,2,raya,-0.08970776945352554,-0.08221118897199631,0.007496580481529236,0.007077143220429091,0.0017524338287417153
8,00,2,raya,-0.07798737287521362,-0.051606543362140656,0.026380829513072968,0.013359902624754196,0.002126120853626103
9,00,2,raya,-0.07214492559432983,-0.03449203073978424,0.03765289485454559,0.02001019095645306,0.002623084405025937
10,00,2,raya,-0.046315696090459824,-0.001268995925784111,0.04504670016467571,0.025414709115717957,0.003301974905733814
11,00,2,raya,-0.019837912172079086,0.019724639132618904,0.03956255130469799,0.025818351893982988,0.003339780691506568
12,00,2,raya,-0.003834739327430725,0.03569083660840988,0.03952557593584061,0.03136462463620812,0.0035394602982381485
0,01,1,llama,0.16312512755393982,0.16312512755393982,0.0,0.0,0.0
1,01,1,llama,-0.09533792734146118,-0.10769063234329224,-0.012352705001831055,0.008103385602342004,0.0017484787756044552
2,01,1,llama,-0.11406637728214264,-0.11566608399152756,-0.0015997067093849182,0.012748900840574123,0.0015859422778035268
3,01,1,llama,-0.10772085189819336,-0.10563813149929047,0.002082720398902893,0.010265352333241955,0.0013534774855699394
4,01,1,llama,-0.12359648942947388,-0.11785662174224854,0.005739867687225342,0.004686273773141364,0.0012720443580039867
5,01,1,llama,-0.13261288404464722,-0.12195070832967758,0.010662175714969635,0.004049525833985907,0.001281070516140924
6,01,1,llama,-0.15823087096214294,-0.1469414383172989,0.011289432644844055,0.0022099248054338262,0.0013141334037509449
7,01,1,llama,-0.16120411455631256,-0.14889465272426605,0.012309461832046509,0.007077143220429091,0.0017524338287417153
8,01,1,llama,-0.16991019248962402,-0.14967221021652222,0.020237982273101807,0.013359902624754196,0.002126120853626103
9,01,1,llama,-0.1610817164182663,-0.1455436646938324,0.015538051724433899,0.02001019095645306,0.002623084405025937
10,01,1,llama,-0.15530580282211304,-0.14596858620643616,0.00933721661567688,0.025414709115717957,0.003301974905733814
11,01,1,llama,-0.10103990137577057,-0.08762466907501221,0.013415232300758362,0.025818351893982988,0.003339780691506568
12,01,1,llama,-0.11293856799602509,-0.07546429336071014,0.03747427463531494,0.03136462463620812,0.0035394602982381485
0,01,2,llama,0.23601064085960388,0.23601064085960388,0.0,0.0,0.0
1,01,2,llama,-0.01590110920369625,-0.005613615270704031,0.01028749393299222,0.008103385602342004,0.0017484787756044552
2,01,2,llama,-0.03852999210357666,-0.03280320391058922,0.005726788192987442,0.012748900840574123,0.0015859422778035268
3,01,2,llama,-0.027949988842010498,-0.015611973591148853,0.012338015250861645,0.010265352333241955,0.0013534774855699394
4,01,2,llama,-0.03408276289701462,-0.030545074492692947,0.0035376884043216705,0.004686273773141364,0.0012720443580039867
5,01,2,llama,-0.02993132546544075,-0.03340000659227371,-0.003468681126832962,0.004049525833985907,0.001281070516140924
6,01,2,llama,-0.052766431123018265,-0.05570610985159874,-0.002939678728580475,0.0022099248054338262,0.0013141334037509449
7,01,2,llama,-0.0179470032453537,-0.02257465571165085,-0.00462765246629715,0.007077143220429091,0.0017524338287417153
8,01,2,llama,-0.024128012359142303,-0.03202271834015846,-0.007894705981016159,0.013359902624754196,0.002126120853626103
9,01,2,llama,-0.026567358523607254,-0.03518860042095184,-0.00862124189734459,0.02001019095645306,0.002623084405025937
