,fila,numContexto1,sesgoBase1,sesgoGen1,numContexto2,sesgoBase2,sesgoGen2
0,0,1,-0.06971124559640884,-0.05563487112522125,2,-0.09848224371671677,-0.08853831887245178
1,1,1,-0.07136264443397522,-0.06342940032482147,2,-0.03424675017595291,-0.0474807545542717
2,2,1,-0.07719030976295471,-0.050927747040987015,2,-0.11784852296113968,-0.10924918949604034
3,3,1,0.0008494313806295395,-0.0010631829500198364,2,-0.05758232623338699,-0.07266227155923843
4,4,1,0.005782696884125471,0.004434044472873211,2,-0.04647812992334366,-0.03941372036933899
5,5,1,-0.05789345130324364,-0.04358333721756935,2,0.005643160082399845,0.014582128264009953
6,6,1,-0.09477435052394867,-0.11702722311019897,2,-0.1401553601026535,-0.127219557762146
7,7,1,-0.1320507526397705,-0.13402248919010162,2,-0.14408211410045624,-0.1181902065873146
8,8,1,-0.13618150353431702,-0.1333594024181366,2,-0.10062628984451294,-0.09735971689224243
9,9,1,-0.10119738429784775,-0.07386746257543564,2,-0.13757801055908203,-0.11989885568618774
10,10,1,-0.11502210050821304,-0.09694694727659225,2,-0.08310840278863907,-0.07482225447893143
11,11,1,-0.10090017318725586,-0.109273761510849,2,-0.07204127311706543,-0.08587324619293213
12,12,1,-0.10510098934173584,-0.09849195182323456,2,-0.03654385358095169,-0.04623226821422577
13,13,1,-0.0871303379535675,-0.08024881780147552,2,-0.02227146178483963,-0.025351393967866898
14,14,1,-0.13203899562358856,-0.14226354658603668,2,-0.08106803894042969,-0.06821662187576294
15,15,1,-0.10960721224546432,-0.0967017337679863,2,-0.014396105892956257,-0.011132698506116867
16,16,1,-0.11368601024150848,-0.08978144079446793,2,-0.05490587279200554,-0.05054978281259537
17,17,1,-0.03509030118584633,-0.019875474274158478,2,-0.04858628660440445,-0.027102429419755936
18,18,1,-0.12460661679506302,-0.11484117805957794,2,-0.1469125598669052,-0.14307712018489838
19,19,1,-0.022595252841711044,-0.01167197898030281,2,-0.01235170103609562,-0.00811432208865881
20,20,1,-0.14086788892745972,-0.12466874718666077,2,-0.07375386357307434,-0.04772019386291504
21,21,1,-0.13201409578323364,-0.12424145638942719,2,-0.06915868073701859,-0.053898777812719345
22,22,1,-0.07930642366409302,-0.08231864869594574,2,-0.027093656361103058,-0.018483594059944153
23,23,1,-0.10170480608940125,-0.11166907101869583,2,-0.023067153990268707,-0.01866734027862549
24,24,1,-0.037618134170770645,-0.003580181859433651,2,-0.0745600163936615,-0.08661005645990372
25,25,1,-0.10955281555652618,-0.12044045329093933,2,-0.07699431478977203,-0.06405714154243469
26,26,1,-0.0674714669585228,-0.05289192125201225,2,-0.007525261491537094,-0.022964520379900932
27,27,1,0.008634395897388458,0.0038048725109547377,2,-0.02395995333790779,-0.03022819012403488
28,28,1,-0.060127176344394684,-0.06121820956468582,2,-0.07392570376396179,-0.0798863023519516
29,29,1,-0.04464886710047722,-0.026452114805579185,2,-0.06479115784168243,-0.052851296961307526
30,30,1,-0.09538251906633377,-0.03474440425634384,2,-0.04085149988532066,-0.02403492107987404
31,31,1,0.03426722437143326,0.11067278683185577,2,-0.0550868883728981,-0.07042083144187927
32,32,1,0.08197357505559921,0.03073948249220848,2,-0.03206615149974823,0.0061213914304971695
33,33,1,0.0799800455570221,0.06160406023263931,2,-0.08611463010311127,-0.08122272789478302
34,34,1,0.021800657734274864,0.013181637972593307,2,-0.06952206790447235,-0.029568461701273918
35,35,1,-0.09683843702077866,-0.09150134772062302,2,-0.1046387180685997,-0.10801413655281067
36,36,1,-0.06495890021324158,-0.070905901491642,2,-0.13504207134246826,-0.13244768977165222
37,37,1,-0.011960074305534363,0.004521920345723629,2,-0.03244214504957199,-0.017225079238414764
38,38,1,-0.0009387140162289143,-0.007049389649182558,2,-0.08132921904325485,-0.06494937837123871
39,39,1,-0.09708219766616821,-0.09880430996417999,2,-0.06294769793748856,-0.05211304873228073
40,40,1,-0.13427940011024475,-0.11151515692472458,2,-0.11011739820241928,-0.09139522910118103
41,41,1,-0.08743016421794891,-0.056336838752031326,2,-0.03874187916517258,-0.026685070246458054
42,42,1,-0.04400823637843132,-0.04734427109360695,2,-0.03705881908535957,-0.03379695490002632
43,43,1,0.027852728962898254,0.024008851498365402,2,-0.07367241382598877,-0.06943996995687485
44,44,1,-0.04776454716920853,-0.05316252261400223,2,-0.1038457602262497,-0.11040529608726501
45,45,1,-0.019018864259123802,-0.020549766719341278,2,-0.12238803505897522,-0.12481255829334259
46,46,1,-0.03691432625055313,-0.020395424216985703,2,-0.028149114921689034,-0.023247256875038147
