,fila,numContexto1,sesgoBase1,sesgoGen1,numContexto2,sesgoBase2,sesgoGen2
0,0,1,0.16801810264587402,0.16801810264587402,2,0.3153352737426758,0.3153352737426758
1,1,1,0.07595562934875488,0.07595562934875488,2,0.050084300339221954,0.050084300339221954
2,2,1,0.1545446664094925,0.1545446664094925,2,0.1668844223022461,0.1668844223022461
3,3,1,0.13914845883846283,0.13914845883846283,2,0.38750728964805603,0.38750728964805603
4,4,1,0.08818994462490082,0.08818994462490082,2,0.2836987376213074,0.2836987376213074
5,5,1,0.20671914517879486,0.20671914517879486,2,0.2255387306213379,0.2255387306213379
6,6,1,0.27704593539237976,0.27704593539237976,2,0.30143681168556213,0.30143681168556213
7,7,1,0.2600078880786896,0.2600078880786896,2,0.39520972967147827,0.39520972967147827
8,8,1,0.44455021619796753,0.44455021619796753,2,0.41071879863739014,0.41071879863739014
9,9,1,0.046518564224243164,0.046518564224243164,2,0.10303099453449249,0.10303099453449249
10,10,1,0.4077509045600891,0.4077509045600891,2,0.4622095823287964,0.4622095823287964
11,11,1,0.2261052280664444,0.2261052280664444,2,0.23820561170578003,0.23820561170578003
12,12,1,0.22151237726211548,0.22151237726211548,2,0.2776665985584259,0.2776665985584259
13,13,1,0.3267960846424103,0.3267960846424103,2,0.10612918436527252,0.10612918436527252
14,14,1,0.19919970631599426,0.19919970631599426,2,0.22685059905052185,0.22685059905052185
15,15,1,0.1471271514892578,0.1471271514892578,2,0.017130354419350624,0.017130354419350624
16,16,1,0.4223081171512604,0.4223081171512604,2,0.4380721151828766,0.4380721151828766
17,17,1,0.30313640832901,0.30313640832901,2,0.38598328828811646,0.38598328828811646
18,18,1,0.21008814871311188,0.21008814871311188,2,0.162948876619339,0.162948876619339
19,19,1,0.4371435046195984,0.4371435046195984,2,0.0986306369304657,0.0986306369304657
20,20,1,0.11427092552185059,0.11427092552185059,2,0.08836046606302261,0.08836046606302261
21,21,1,0.3327177166938782,0.3327177166938782,2,0.14197894930839539,0.14197894930839539
22,22,1,0.26056087017059326,0.26056087017059326,2,0.1802222728729248,0.1802222728729248
23,23,1,0.35495978593826294,0.35495978593826294,2,0.3726956844329834,0.3726956844329834
24,24,1,0.2422192096710205,0.2422192096710205,2,0.25337883830070496,0.25337883830070496
25,25,1,0.11310210824012756,0.11310210824012756,2,0.17951524257659912,0.17951524257659912
26,26,1,-0.0793459415435791,-0.0793459415435791,2,-0.06848689913749695,-0.06848689913749695
27,27,1,0.0603087842464447,0.0603087842464447,2,0.05958075448870659,0.05958075448870659
28,28,1,0.19997157156467438,0.19997157156467438,2,0.15972459316253662,0.15972459316253662
29,29,1,0.17899154126644135,0.17899154126644135,2,0.2930547595024109,0.2930547595024109
30,30,1,0.21264073252677917,0.21264073252677917,2,0.29567408561706543,0.29567408561706543
31,31,1,0.20865216851234436,0.20865216851234436,2,0.237684965133667,0.237684965133667
32,32,1,0.13130837678909302,0.13130837678909302,2,0.24119409918785095,0.24119409918785095
33,33,1,0.3241974115371704,0.3241974115371704,2,0.20352573692798615,0.20352573692798615
34,34,1,0.06447174400091171,0.06447174400091171,2,0.06104758381843567,0.06104758381843567
35,35,1,0.2968266010284424,0.2968266010284424,2,0.17956234514713287,0.17956234514713287
36,36,1,0.3881448209285736,0.3881448209285736,2,0.2691715359687805,0.2691715359687805
37,37,1,0.27053582668304443,0.27053582668304443,2,0.2357310652732849,0.2357310652732849
38,38,1,0.1971053034067154,0.1971053034067154,2,0.1483694314956665,0.1483694314956665
39,39,1,0.352891743183136,0.352891743183136,2,0.33972036838531494,0.33972036838531494
40,40,1,0.4242018461227417,0.4242018461227417,2,0.39350610971450806,0.39350610971450806
41,41,1,0.22705233097076416,0.22705233097076416,2,0.23015083372592926,0.23015083372592926
42,42,1,0.3392639756202698,0.3392639756202698,2,0.28340446949005127,0.28340446949005127
43,43,1,0.33888840675354004,0.33888840675354004,2,0.15755796432495117,0.15755796432495117
44,44,1,0.220794215798378,0.220794215798378,2,0.2548893094062805,0.2548893094062805
45,45,1,0.35457950830459595,0.35457950830459595,2,0.23358860611915588,0.23358860611915588
46,46,1,0.2828299105167389,0.2828299105167389,2,0.2522827088832855,0.2522827088832855
