,fila,numContexto1,sesgoBase1,sesgoGen1,numContexto2,sesgoBase2,sesgoGen2
0,0,1,-0.05359359458088875,-0.05246061831712723,2,-0.08767901360988617,-0.07791896164417267
1,1,1,-0.06662038713693619,-0.05830151587724686,2,-0.03864401578903198,-0.038641560822725296
2,2,1,-0.08055855333805084,-0.06117181479930878,2,-0.11871476471424103,-0.11938647925853729
3,3,1,-0.004761871881783009,-0.0060158465057611465,2,-0.07435828447341919,-0.08131786435842514
4,4,1,0.012627429328858852,0.007761440239846706,2,-0.042010288685560226,-0.02337362803518772
5,5,1,-0.04050316661596298,-0.03523097187280655,2,0.008863208815455437,0.013370219618082047
6,6,1,-0.08113924413919449,-0.1159956157207489,2,-0.13056638836860657,-0.1260385811328888
7,7,1,-0.12354156374931335,-0.1293005347251892,2,-0.1315738409757614,-0.11291402578353882
8,8,1,-0.1271284520626068,-0.12226502597332001,2,-0.10333577543497086,-0.10717326402664185
9,9,1,-0.08100049942731857,-0.06924007833003998,2,-0.1314157396554947,-0.12009122967720032
10,10,1,-0.09780298918485641,-0.09180684387683868,2,-0.07939454913139343,-0.08467764407396317
11,11,1,-0.09641466289758682,-0.10653016716241837,2,-0.07876778393983841,-0.07875341176986694
12,12,1,-0.09407815337181091,-0.09521235525608063,2,-0.04413545876741409,-0.05128450319170952
13,13,1,-0.08576487004756927,-0.07953197509050369,2,-0.014376252889633179,-0.016702961176633835
14,14,1,-0.12758737802505493,-0.13856539130210876,2,-0.07643051445484161,-0.0648997500538826
15,15,1,-0.08060000836849213,-0.07805277407169342,2,-0.018109239637851715,-0.022663943469524384
16,16,1,-0.11713244020938873,-0.10195426642894745,2,-0.06814668327569962,-0.06557297706604004
17,17,1,-0.024651581421494484,-0.016840755939483643,2,-0.0497913733124733,-0.04528825730085373
18,18,1,-0.12221881747245789,-0.1182626485824585,2,-0.13879892230033875,-0.13647663593292236
19,19,1,-0.03710983321070671,-0.030624831095337868,2,-0.021832801401615143,-0.02183767408132553
20,20,1,-0.15473465621471405,-0.14215870201587677,2,-0.07026645541191101,-0.05116412043571472
21,21,1,-0.12449923902750015,-0.11675289273262024,2,-0.05813944712281227,-0.04727979749441147
22,22,1,-0.06953278183937073,-0.07333743572235107,2,-0.0185379795730114,-0.018870316445827484
23,23,1,-0.09143854677677155,-0.09355894476175308,2,-0.02388254553079605,-0.027681734412908554
24,24,1,-0.03701487556099892,-0.016256865113973618,2,-0.0673595666885376,-0.0789705216884613
25,25,1,-0.10067224502563477,-0.11190240830183029,2,-0.07159607112407684,-0.06455619633197784
26,26,1,-0.04784855991601944,-0.04621079936623573,2,-0.000567978248000145,-0.01828867942094803
27,27,1,0.0009576128795742989,-0.006876903120428324,2,-0.02293880097568035,-0.029089516028761864
28,28,1,-0.047537390142679214,-0.04425031691789627,2,-0.04250507056713104,-0.04641500860452652
29,29,1,-0.03521839156746864,-0.019511397927999496,2,-0.04736257344484329,-0.04228143393993378
30,30,1,-0.07835474610328674,-0.03351153805851936,2,-0.04932864010334015,-0.03267965093255043
31,31,1,0.04755783826112747,0.09557528793811798,2,-0.04856235533952713,-0.05537765845656395
32,32,1,0.06540939211845398,0.02876199409365654,2,-0.040017545223236084,-0.019220814108848572
33,33,1,0.07260498404502869,0.057429201900959015,2,-0.09749451279640198,-0.09473675489425659
34,34,1,0.025689585134387016,0.012917231768369675,2,-0.06346685439348221,-0.04495871067047119
35,35,1,-0.08680984377861023,-0.08822402358055115,2,-0.0948329046368599,-0.10702822357416153
36,36,1,-0.05163540318608284,-0.059903934597969055,2,-0.13612699508666992,-0.13925552368164062
37,37,1,-0.019749555736780167,-0.013437236659228802,2,-0.030770860612392426,-0.023361945524811745
38,38,1,0.007070458494126797,-0.012311270460486412,2,-0.06831275671720505,-0.06403733789920807
39,39,1,-0.1044590026140213,-0.10467719286680222,2,-0.05928757041692734,-0.04596182331442833
40,40,1,-0.12468807399272919,-0.11162176728248596,2,-0.09409632533788681,-0.08126917481422424
41,41,1,-0.0956973284482956,-0.07136107981204987,2,-0.035495176911354065,-0.027622384950518608
42,42,1,-0.07381788641214371,-0.06656482070684433,2,-0.04716136306524277,-0.04509287327528
43,43,1,0.026975546032190323,0.02012164145708084,2,-0.06287000328302383,-0.062276631593704224
44,44,1,-0.054761044681072235,-0.055418986827135086,2,-0.112743079662323,-0.10952235013246536
45,45,1,-0.021852504462003708,-0.023028584197163582,2,-0.10492550581693649,-0.11520835757255554
46,46,1,-0.030394498258829117,-0.023164410144090652,2,-0.028864439576864243,-0.027376689016819
