,fila,numContexto1,sesgoBase1,sesgoGen1,numContexto2,sesgoBase2,sesgoGen2
0,0,1,-0.0769820511341095,-0.04649747908115387,2,-0.08448316156864166,-0.06071697920560837
1,1,1,-0.09129786491394043,-0.08046533912420273,2,-0.04761619493365288,-0.05430115386843681
2,2,1,-0.08052022755146027,-0.045214831829071045,2,-0.11382535099983215,-0.1025160402059555
3,3,1,-0.01291708741337061,-0.016208535060286522,2,-0.06064653396606445,-0.06898009032011032
4,4,1,-0.01211809366941452,-0.005611082538962364,2,-0.07172467559576035,-0.05504012107849121
5,5,1,-0.06286308169364929,-0.0376456081867218,2,-0.005866834428161383,0.005139697343111038
6,6,1,-0.10241682827472687,-0.11319004744291306,2,-0.13960105180740356,-0.11855240166187286
7,7,1,-0.13212189078330994,-0.1309790462255478,2,-0.15901115536689758,-0.13171598315238953
8,8,1,-0.14841502904891968,-0.14003701508045197,2,-0.10859595239162445,-0.10166826844215393
9,9,1,-0.10171693563461304,-0.06693857908248901,2,-0.13626769185066223,-0.11568013578653336
10,10,1,-0.09600019454956055,-0.07483097910881042,2,-0.07492895424365997,-0.05881769582629204
11,11,1,-0.09997381269931793,-0.10281559824943542,2,-0.0621601939201355,-0.06930837035179138
12,12,1,-0.11254966259002686,-0.103054478764534,2,-0.05649762973189354,-0.053095199167728424
13,13,1,-0.09797869622707367,-0.08096275478601456,2,-0.028116531670093536,-0.02992253005504608
14,14,1,-0.12387634813785553,-0.13745515048503876,2,-0.07658924162387848,-0.05965316668152809
15,15,1,-0.1413736641407013,-0.12725654244422913,2,-0.02043159492313862,-0.017360912635922432
16,16,1,-0.10683272033929825,-0.07549460232257843,2,-0.03950868174433708,-0.03814047574996948
17,17,1,-0.04119085520505905,-0.02162565290927887,2,-0.05573378503322601,-0.028955593705177307
18,18,1,-0.13059255480766296,-0.12137001752853394,2,-0.153176411986351,-0.14996325969696045
19,19,1,-0.010914158076047897,-0.0022738799452781677,2,-0.010920748114585876,-0.010439090430736542
20,20,1,-0.15412771701812744,-0.13816648721694946,2,-0.08591040968894958,-0.07083046436309814
21,21,1,-0.13807350397109985,-0.12046549469232559,2,-0.0881742537021637,-0.06977109611034393
22,22,1,-0.08903181552886963,-0.08780648559331894,2,-0.03064584732055664,-0.01866500824689865
23,23,1,-0.09239917248487473,-0.10236923396587372,2,-0.008557204157114029,0.0022065695375204086
24,24,1,-0.025198617950081825,0.033284105360507965,2,-0.05507219582796097,-0.05832846835255623
25,25,1,-0.10629027336835861,-0.09314823895692825,2,-0.08025188744068146,-0.03746965527534485
26,26,1,-0.06737887114286423,-0.051099322736263275,2,-0.020653139799833298,-0.03643637150526047
27,27,1,-0.002921729814261198,-0.002385612577199936,2,-0.04653908312320709,-0.042678989470005035
28,28,1,-0.05316732078790665,-0.048499830067157745,2,-0.07306167483329773,-0.07888166606426239
29,29,1,-0.05300214886665344,-0.022806119173765182,2,-0.07111338526010513,-0.0510045625269413
30,30,1,-0.10082101821899414,-0.017864398658275604,2,-0.031441207975149155,-0.02005746215581894
31,31,1,0.03029496595263481,0.12502914667129517,2,-0.07531850785017014,-0.09313728660345078
32,32,1,0.05535860359668732,0.019912932068109512,2,-0.058229997754096985,0.029818471521139145
33,33,1,0.07489240169525146,0.07033946365118027,2,-0.08105667680501938,-0.06716231256723404
34,34,1,0.002765218261629343,-0.0017999447882175446,2,-0.067499540746212,-0.022609248757362366
35,35,1,-0.09643517434597015,-0.09374459832906723,2,-0.1102987602353096,-0.11147695779800415
36,36,1,-0.05073221027851105,-0.059926897287368774,2,-0.1283346712589264,-0.12497949600219727
37,37,1,-0.025055790320038795,-0.00020589632913470268,2,-0.02322653867304325,0.0003502368927001953
38,38,1,-0.008590668439865112,-0.005997315049171448,2,-0.07931149005889893,-0.048989661037921906
39,39,1,-0.07173845171928406,-0.07314012944698334,2,-0.05729983001947403,-0.040714338421821594
40,40,1,-0.1208086609840393,-0.10522826015949249,2,-0.11195400357246399,-0.09301640093326569
41,41,1,-0.07824923098087311,-0.05121655762195587,2,-0.04857347905635834,-0.03566667437553406
42,42,1,-0.024990465492010117,-0.03651580959558487,2,-0.043318890035152435,-0.02527054399251938
43,43,1,0.031231852248311043,0.018154919147491455,2,-0.060199953615665436,-0.05615803599357605
44,44,1,-0.05195672810077667,-0.06698863208293915,2,-0.09531721472740173,-0.10141775012016296
45,45,1,-0.017107540741562843,-0.024237489327788353,2,-0.11699005961418152,-0.10128200054168701
46,46,1,-0.03626327961683273,-0.02042200416326523,2,-0.029706943780183792,-0.016986675560474396
