,fila,numContexto1,sesgoBase1,sesgoGen1,numContexto2,sesgoBase2,sesgoGen2
0,0,1,-0.013371370732784271,-0.01784081757068634,2,-0.08235219866037369,-0.08162800222635269
1,1,1,-0.025824546813964844,-0.022862626239657402,2,-0.0341779999434948,-0.023984286934137344
2,2,1,-0.05703317001461983,-0.03648659586906433,2,-0.12266858667135239,-0.1117868423461914
3,3,1,0.0014752335846424103,0.0008657611906528473,2,-0.06018972396850586,-0.057720646262168884
4,4,1,0.008271373808383942,0.012862000614404678,2,-0.025236109271645546,-0.015622681006789207
5,5,1,-0.05093444883823395,-0.04009924829006195,2,0.00543423555791378,0.010350264608860016
6,6,1,-0.07044555246829987,-0.08489412069320679,2,-0.10975416749715805,-0.10407975316047668
7,7,1,-0.10113577544689178,-0.11164867877960205,2,-0.08975860476493835,-0.06973786652088165
8,8,1,-0.06518546491861343,-0.0485052689909935,2,-0.06551543623209,-0.06474121659994125
9,9,1,-0.06687168776988983,-0.06955064088106155,2,-0.09918505698442459,-0.08813980966806412
10,10,1,-0.068203404545784,-0.06002092361450195,2,-0.03655301034450531,-0.038014281541109085
11,11,1,-0.08183309435844421,-0.0883449837565422,2,-0.08565007150173187,-0.07430479675531387
12,12,1,-0.06844308972358704,-0.06958240270614624,2,-0.020353730767965317,-0.02593357115983963
13,13,1,-0.06393787264823914,-0.045892298221588135,2,-0.021920043975114822,-0.028254928067326546
14,14,1,-0.09788157790899277,-0.09950114786624908,2,-0.05271781235933304,-0.046762872487306595
15,15,1,-0.07657656073570251,-0.06721623986959457,2,-0.05769804120063782,-0.04538407176733017
16,16,1,-0.07679951936006546,-0.07094869017601013,2,-0.04516305774450302,-0.03231584653258324
17,17,1,0.0020325202494859695,0.008085261099040508,2,-0.034177009016275406,-0.031094130128622055
18,18,1,-0.10073988884687424,-0.09368307888507843,2,-0.09306157380342484,-0.09751330316066742
19,19,1,-0.022932877764105797,-0.025995515286922455,2,-0.011987859383225441,-0.023679856210947037
20,20,1,-0.1446237564086914,-0.130799800157547,2,-0.06519424915313721,-0.0513312891125679
21,21,1,-0.11475054919719696,-0.10674476623535156,2,-0.05376441031694412,-0.03270059823989868
22,22,1,-0.07902692258358002,-0.0654793381690979,2,-0.045802854001522064,-0.03468343988060951
23,23,1,-0.057722143828868866,-0.0516689270734787,2,-0.021444212645292282,-0.019395213574171066
24,24,1,-0.01681925356388092,0.0009097959846258163,2,-0.022612491622567177,-0.012900855392217636
25,25,1,-0.0923694372177124,-0.10208874195814133,2,-0.04352504760026932,-0.041330642998218536
26,26,1,-0.05463406443595886,-0.05163094773888588,2,-0.009980209171772003,-0.020416945219039917
27,27,1,0.00031554047018289566,-0.010171785019338131,2,-0.04239799827337265,-0.041203878819942474
28,28,1,-0.017995845526456833,-0.005629724822938442,2,-0.015541475266218185,-0.02901538461446762
29,29,1,-0.0243849940598011,0.012929636053740978,2,-0.02889323979616165,-0.019586851820349693
30,30,1,-0.07148423790931702,-0.016023211181163788,2,-0.045506805181503296,-0.023179657757282257
31,31,1,0.04628051444888115,0.10208050906658173,2,-0.07146070897579193,-0.0546010322868824
32,32,1,0.05249644070863724,0.0477188304066658,2,-0.04898852854967117,0.006696155294775963
33,33,1,0.07841646671295166,0.07702571153640747,2,-0.08047465234994888,-0.07369747012853622
34,34,1,0.004350482486188412,0.002723713405430317,2,-0.0835333913564682,-0.07962773740291595
35,35,1,-0.05888451263308525,-0.04645664989948273,2,-0.07612404227256775,-0.07723259925842285
36,36,1,-0.024042095988988876,-0.01221466064453125,2,-0.11452947556972504,-0.11418899893760681
37,37,1,-0.0192128736525774,0.010096032172441483,2,-0.012745864689350128,-0.00028692930936813354
38,38,1,0.017733506858348846,0.008770149201154709,2,-0.06430576741695404,-0.05657804757356644
39,39,1,-0.08215344697237015,-0.07679515331983566,2,-0.03711792826652527,-0.007350604981184006
40,40,1,-0.11809517443180084,-0.10310854762792587,2,-0.07567707449197769,-0.06648197770118713
41,41,1,-0.08826622366905212,-0.05679405480623245,2,-0.02193310856819153,-0.01560171414166689
42,42,1,-0.07993154227733612,-0.05986486002802849,2,-0.0497439019382,-0.03938015177845955
43,43,1,-0.009793596342206001,0.008669903501868248,2,-0.06651308387517929,-0.074894480407238
44,44,1,-0.04231865331530571,-0.03833874315023422,2,-0.0728263109922409,-0.06430307775735855
45,45,1,-0.0311109721660614,-0.02444624714553356,2,-0.07214691489934921,-0.08584892749786377
46,46,1,-0.009240254759788513,-0.003064587712287903,2,-0.010772369801998138,-0.00183945894241333
