,fila,numContexto1,sesgoBase1,sesgoGen1,numContexto2,sesgoBase2,sesgoGen2
0,0,1,0.0068387375213205814,0.008134152740240097,2,-0.06555640697479248,-0.05818400904536247
1,1,1,-0.035407260060310364,-0.027538320049643517,2,-0.03102448396384716,-0.019470255821943283
2,2,1,-0.05236323922872543,-0.025114044547080994,2,-0.10991302877664566,-0.09318172186613083
3,3,1,-0.0015445537865161896,0.005902430042624474,2,-0.05086247995495796,-0.04869157448410988
4,4,1,0.016276443377137184,0.019005855545401573,2,-0.01544671319425106,-0.011333515867590904
5,5,1,-0.04753478616476059,-0.03224041685461998,2,0.020284511148929596,0.017387475818395615
6,6,1,-0.06084974855184555,-0.0670059397816658,2,-0.09612171351909637,-0.08800110965967178
7,7,1,-0.09531117975711823,-0.10617449134588242,2,-0.061572883278131485,-0.04250819981098175
8,8,1,-0.044335104525089264,-0.02564222738146782,2,-0.04170199856162071,-0.04512164369225502
9,9,1,-0.057394806295633316,-0.05852695181965828,2,-0.09381499886512756,-0.0780414342880249
10,10,1,-0.06317603588104248,-0.04465910792350769,2,-0.03776390850543976,-0.03590171039104462
11,11,1,-0.07201623171567917,-0.07695138454437256,2,-0.07956932485103607,-0.054822273552417755
12,12,1,-0.049491919577121735,-0.04808161407709122,2,-0.005908038001507521,-0.005052636377513409
13,13,1,-0.052021026611328125,-0.02139267697930336,2,-0.013536408543586731,-0.01601286232471466
14,14,1,-0.07021676003932953,-0.07160773128271103,2,-0.038854703307151794,-0.03172352910041809
15,15,1,-0.0827440470457077,-0.07155819237232208,2,-0.07259505987167358,-0.06031321734189987
16,16,1,-0.05704719200730324,-0.03699653968214989,2,-0.03296384960412979,-0.019553473219275475
17,17,1,0.01906520500779152,0.02843080274760723,2,-0.031692974269390106,-0.03442930430173874
18,18,1,-0.08418828248977661,-0.07241421937942505,2,-0.08133518695831299,-0.08582969009876251
19,19,1,-0.016666097566485405,-0.017175018787384033,2,-0.011979566887021065,-0.023831265047192574
20,20,1,-0.12859080731868744,-0.1189238578081131,2,-0.05931539461016655,-0.045626405626535416
21,21,1,-0.09038951992988586,-0.09009914100170135,2,-0.045297179371118546,-0.015553035773336887
22,22,1,-0.08364614099264145,-0.06127600371837616,2,-0.05419205501675606,-0.030755527317523956
23,23,1,-0.04193558171391487,-0.03792737424373627,2,0.00014782138168811798,0.0005412576720118523
24,24,1,-0.013924471102654934,0.009200484491884708,2,-0.023147625848650932,0.001340821385383606
25,25,1,-0.07042106986045837,-0.09210933744907379,2,-0.03199141472578049,-0.03840162232518196
26,26,1,-0.04990984499454498,-0.04892275854945183,2,-0.029059045016765594,-0.0371098592877388
27,27,1,-0.01957625523209572,-0.028731267899274826,2,-0.04795326665043831,-0.036845214664936066
28,28,1,-0.005579112097620964,0.005325401201844215,2,-0.0004009697586297989,-0.014505404978990555
29,29,1,0.004802113398909569,0.04357731342315674,2,-0.011289803311228752,0.0032410905696451664
30,30,1,-0.056244559586048126,-0.004176199436187744,2,-0.035375483334064484,-0.01134938932955265
31,31,1,0.06370359659194946,0.11337044835090637,2,-0.07198486477136612,-0.05607999488711357
32,32,1,0.06979618221521378,0.07764008641242981,2,-0.0408475324511528,0.03793039545416832
33,33,1,0.08763406425714493,0.08789373934268951,2,-0.06353217363357544,-0.05167105048894882
34,34,1,0.006554273888468742,0.011159168556332588,2,-0.0885249525308609,-0.08757330477237701
35,35,1,-0.02672022394835949,-0.008488772436976433,2,-0.0570802241563797,-0.05613568425178528
36,36,1,-0.006096919998526573,0.0013400185853242874,2,-0.08155404031276703,-0.08337859809398651
37,37,1,-0.02204739861190319,0.0076164607889950275,2,0.005282157100737095,0.009077604860067368
38,38,1,0.012365027330815792,0.011466734111309052,2,-0.07094451040029526,-0.05479949340224266
39,39,1,-0.056951865553855896,-0.04134141653776169,2,-0.014198057353496552,0.024559931829571724
40,40,1,-0.08904457092285156,-0.08017681539058685,2,-0.0612507164478302,-0.043815866112709045
41,41,1,-0.07453963160514832,-0.03356809914112091,2,-0.011729534715414047,0.0037292977795004845
42,42,1,-0.07807767391204834,-0.04887457937002182,2,-0.03641043230891228,-0.030021708458662033
43,43,1,0.012736701406538486,0.027155138552188873,2,-0.04324246942996979,-0.06259658187627792
44,44,1,-0.03531690686941147,-0.023633643984794617,2,-0.05523747205734253,-0.04666002094745636
45,45,1,-0.04354561120271683,-0.029078003019094467,2,-0.062262073159217834,-0.08289849013090134
46,46,1,0.0035485168918967247,0.0016927123069763184,2,-0.00737592950463295,0.0008641257882118225
