,layer,wordID,meaningID,target,baseS,SignS,error,meanError,standardError,Model,diff_base_emb,diff_base_human
11,11,0,1,raya,-0.0883337706327438,0.013289576396346,0.1016233470290899,0.0333628622577228,0.0035948887577125,GPT-2 Word Level,0.10162334702908979,0.128014842300557
12,12,0,1,raya,-0.0977488458156585,0.0100282756611704,0.107777121476829,0.0377272663519103,0.0037837202653945,GPT-2 Word Level,0.1077771214768289,0.128014842300557
13,0,0,2,raya,0.3952958583831787,0.3952958583831787,0.0,0.0,0.0,GPT-2 Word Level,0.0,0.285714285714286
14,1,0,2,raya,0.0284598562866449,0.020710539072752,-0.0077493172138929,0.0103036435172358,0.0018069560245377,GPT-2 Word Level,-0.007749317213892902,0.285714285714286
15,2,0,2,raya,-0.0286064743995666,-0.024241879582405,0.0043645948171615,0.0148038641510016,0.001667435973863,GPT-2 Word Level,0.004364594817161598,0.285714285714286
16,3,0,2,raya,-0.0550470389425754,-0.0545157268643379,0.0005313120782375,0.0129144616137714,0.0014064070753593,GPT-2 Word Level,0.0005313120782374989,0.285714285714286
17,4,0,2,raya,-0.0816215276718139,-0.0774140059947967,0.0042075216770172,0.0077872386479631,0.0013613419001106,GPT-2 Word Level,0.004207521677017198,0.285714285714286
18,5,0,2,raya,-0.0999640375375747,-0.0902298837900161,0.0097341537475585,0.0058991063752786,0.0013951929845586,GPT-2 Word Level,0.009734153747558594,0.285714285714286
19,6,0,2,raya,-0.0936511158943176,-0.0849649757146835,0.008686140179634,0.0051688835708464,0.0014896955743026,GPT-2 Word Level,0.008686140179634094,0.285714285714286
20,7,0,2,raya,-0.0873725786805152,-0.0844094678759574,0.0029631108045578,0.0109092178407739,0.0018253756215414,GPT-2 Word Level,0.0029631108045578003,0.285714285714286
21,8,0,2,raya,-0.0702465996146202,-0.0448592826724052,0.0253873169422149,0.0199264658000716,0.0022408450419281,GPT-2 Word Level,0.025387316942214994,0.285714285714286
22,9,0,2,raya,-0.0622250288724899,-0.0253619831055402,0.0368630457669496,0.0260760635781557,0.0027748053877244,GPT-2 Word Level,0.0368630457669497,0.285714285714286
23,10,0,2,raya,-0.0520508587360382,-0.004774272441864,0.0472765862941741,0.0339735073106799,0.0033599451547234,GPT-2 Word Level,0.0472765862941742,0.285714285714286
24,11,0,2,raya,-0.0342365391552448,0.0093221478164196,0.0435586869716644,0.0333628622577228,0.0035948887577125,GPT-2 Word Level,0.0435586869716644,0.285714285714286
25,12,0,2,raya,-0.0174176692962646,0.0283086486160755,0.0457263179123401,0.0377272663519103,0.0037837202653945,GPT-2 Word Level,0.045726317912340095,0.285714285714286
26,0,1,1,llama,0.1637274771928787,0.1637274771928787,0.0,0.0,0.0,GPT-2 Word Level,0.0,0.368039664378337
27,1,1,1,llama,-0.1013724654912948,-0.1081524491310119,-0.0067799836397171,0.0103036435172358,0.0018069560245377,GPT-2 Word Level,-0.006779983639717088,0.368039664378337
28,2,1,1,llama,-0.1188533082604408,-0.1117985844612121,0.0070547237992286,0.0148038641510016,0.001667435973863,GPT-2 Word Level,0.007054723799228696,0.368039664378337
29,3,1,1,llama,-0.1120061799883842,-0.1020574271678924,0.0099487528204917,0.0129144616137714,0.0014064070753593,GPT-2 Word Level,0.009948752820491805,0.368039664378337
30,4,1,1,llama,-0.1283102631568908,-0.1104777604341507,0.0178325027227401,0.0077872386479631,0.0013613419001106,GPT-2 Word Level,0.017832502722740118,0.368039664378337
31,5,1,1,llama,-0.1275819242000579,-0.1095237880945205,0.0180581361055374,0.0058991063752786,0.0013951929845586,GPT-2 Word Level,0.0180581361055374,0.368039664378337
32,6,1,1,llama,-0.1549831330776214,-0.1323093473911285,0.0226737856864929,0.0051688835708464,0.0014896955743026,GPT-2 Word Level,0.022673785686492892,0.368039664378337
33,7,1,1,llama,-0.17887544631958,-0.1557562202215194,0.0231192260980606,0.0109092178407739,0.0018253756215414,GPT-2 Word Level,0.023119226098060608,0.368039664378337
34,8,1,1,llama,-0.1898822486400604,-0.1578810364007949,0.0320012122392654,0.0199264658000716,0.0022408450419281,GPT-2 Word Level,0.0320012122392655,0.368039664378337
35,9,1,1,llama,-0.1865341961383819,-0.1608415842056274,0.0256926119327545,0.0260760635781557,0.0027748053877244,GPT-2 Word Level,0.02569261193275449,0.368039664378337
36,10,1,1,llama,-0.1818034946918487,-0.1652207970619201,0.0165826976299285,0.0339735073106799,0.0033599451547234,GPT-2 Word Level,0.01658269762992859,0.368039664378337
37,11,1,1,llama,-0.1367887705564499,-0.1011946350336074,0.0355941355228424,0.0333628622577228,0.0035948887577125,GPT-2 Word Level,0.03559413552284249,0.368039664378337
38,12,1,1,llama,-0.1360274702310562,-0.0790523961186409,0.0569750741124153,0.0377272663519103,0.0037837202653945,GPT-2 Word Level,0.056975074112415314,0.368039664378337
39,0,1,2,llama,0.2270030677318573,0.2270030677318573,0.0,0.0,0.0,GPT-2 Word Level,0.0,0.103114930182599
40,1,1,2,llama,-0.0280464384704828,-0.0244591981172561,0.0035872403532266,0.0103036435172358,0.0018069560245377,GPT-2 Word Level,0.0035872403532267,0.103114930182599
41,2,1,2,llama,-0.0436367094516754,-0.0372683629393577,0.0063683465123176,0.0148038641510016,0.001667435973863,GPT-2 Word Level,0.006368346512317699,0.103114930182599
42,3,1,2,llama,-0.0349030420184135,-0.0253813508898019,0.0095216911286115,0.0129144616137714,0.0014064070753593,GPT-2 Word Level,0.009521691128611603,0.103114930182599
43,4,1,2,llama,-0.0467852428555488,-0.035548448562622,0.0112367942929267,0.0077872386479631,0.0013613419001106,GPT-2 Word Level,0.011236794292926802,0.103114930182599
44,5,1,2,llama,-0.0403431430459022,-0.035276286303997,0.0050668567419052,0.0058991063752786,0.0013951929845586,GPT-2 Word Level,0.0050668567419051985,0.103114930182599
45,6,1,2,llama,-0.0648702159523963,-0.0548682734370231,0.0100019425153732,0.0051688835708464,0.0014896955743026,GPT-2 Word Level,0.010001942515373195,0.103114930182599
46,7,1,2,llama,-0.0557626113295555,-0.0313189625740051,0.0244436487555503,0.0109092178407739,0.0018253756215414,GPT-2 Word Level,0.0244436487555504,0.103114930182599
47,8,1,2,llama,-0.0505859404802322,-0.0358720757067203,0.0147138647735118,0.0199264658000716,0.0022408450419281,GPT-2 Word Level,0.0147138647735119,0.103114930182599
48,9,1,2,llama,-0.0524263270199298,-0.0248872805386781,0.0275390464812517,0.0260760635781557,0.0027748053877244,GPT-2 Word Level,0.027539046481251703,0.103114930182599
49,10,1,2,llama,-0.0545584633946418,-0.0357310846447944,0.0188273787498474,0.0339735073106799,0.0033599451547234,GPT-2 Word Level,0.018827378749847398,0.103114930182599
50,11,1,2,llama,-0.0411998443305492,-0.0101072788238525,0.0310925655066967,0.0333628622577228,0.0035948887577125,GPT-2 Word Level,0.0310925655066967,0.103114930182599
51,12,1,2,llama,-0.0565398260951042,-0.0096572414040565,0.0468825846910476,0.0377272663519103,0.0037837202653945,GPT-2 Word Level,0.046882584691047696,0.103114930182599
52,0,2,1,salamandra,0.3542894124984741,0.3542894124984741,0.0,0.0,0.0,GPT-2 Word Level,0.0,0.324414715719064
53,1,2,1,salamandra,-0.0653914511203765,-0.0360785834491252,0.0293128676712512,0.0103036435172358,0.0018069560245377,GPT-2 Word Level,0.029312867671251304,0.324414715719064
54,2,2,1,salamandra,-0.0953574776649475,-0.0664582997560501,0.0288991779088974,0.0148038641510016,0.001667435973863,GPT-2 Word Level,0.0288991779088974,0.324414715719064
55,3,2,1,salamandra,-0.106977678835392,-0.0732167214155197,0.0337609574198722,0.0129144616137714,0.0014064070753593,GPT-2 Word Level,0.0337609574198723,0.324414715719064
56,4,2,1,salamandra,-0.1135077774524688,-0.0962579697370529,0.0172498077154159,0.0077872386479631,0.0013613419001106,GPT-2 Word Level,0.0172498077154159,0.324414715719064
57,5,2,1,salamandra,-0.0973942875862121,-0.0899629145860672,0.0074313730001449,0.0058991063752786,0.0013951929845586,GPT-2 Word Level,0.007431373000144903,0.324414715719064
58,6,2,1,salamandra,-0.1105412244796752,-0.1041476428508758,0.0063935816287994,0.0051688835708464,0.0014896955743026,GPT-2 Word Level,0.006393581628799397,0.324414715719064
59,7,2,1,salamandra,-0.101157009601593,-0.0908617675304412,0.0102952420711517,0.0109092178407739,0.0018253756215414,GPT-2 Word Level,0.010295242071151803,0.324414715719064
60,8,2,1,salamandra,-0.1086298078298568,-0.0710225701332092,0.0376072376966476,0.0199264658000716,0.0022408450419281,GPT-2 Word Level,0.0376072376966476,0.324414715719064
61,9,2,1,salamandra,-0.1274021565914154,-0.0865023583173751,0.0408997982740402,0.0260760635781557,0.0027748053877244,GPT-2 Word Level,0.040899798274040305,0.324414715719064
62,10,2,1,salamandra,-0.1244174987077713,-0.0745398998260498,0.0498775988817215,0.0339735073106799,0.0033599451547234,GPT-2 Word Level,0.0498775988817215,0.324414715719064
63,11,2,1,salamandra,-0.0758542194962501,-0.0390785858035087,0.0367756336927413,0.0333628622577228,0.0035948887577125,GPT-2 Word Level,0.036775633692741394,0.324414715719064
64,12,2,1,salamandra,-0.0541292876005172,-0.0008061230182647,0.0533231645822525,0.0377272663519103,0.0037837202653945,GPT-2 Word Level,0.053323164582252496,0.324414715719064
65,0,2,2,salamandra,0.2907947301864624,0.2907947301864624,0.0,0.0,0.0,GPT-2 Word Level,0.0,-0.0017221584385763
66,1,2,2,salamandra,-0.0441865175962448,-0.0288630556315183,0.0153234619647264,0.0103036435172358,0.0018069560245377,GPT-2 Word Level,0.015323461964726497,-0.0017221584385763
67,2,2,2,salamandra,-0.073220208287239,-0.0597024857997894,0.0135177224874496,0.0148038641510016,0.001667435973863,GPT-2 Word Level,0.013517722487449604,-0.0017221584385763
68,3,2,2,salamandra,-0.087610587477684,-0.0722547024488449,0.0153558850288391,0.0129144616137714,0.0014064070753593,GPT-2 Word Level,0.015355885028839097,-0.0017221584385763
69,4,2,2,salamandra,-0.1090902090072631,-0.0958698540925979,0.0132203549146652,0.0077872386479631,0.0013613419001106,GPT-2 Word Level,0.013220354914665194,-0.0017221584385763
70,5,2,2,salamandra,-0.0980567932128906,-0.1045694500207901,-0.0065126568078994,0.0058991063752786,0.0013951929845586,GPT-2 Word Level,-0.006512656807899503,-0.0017221584385763
71,6,2,2,salamandra,-0.111212134361267,-0.1225214600563049,-0.0113093256950378,0.0051688835708464,0.0014896955743026,GPT-2 Word Level,-0.011309325695037897,-0.0017221584385763
72,7,2,2,salamandra,-0.1168422028422355,-0.1133310198783874,0.0035111829638481,0.0109092178407739,0.0018253756215414,GPT-2 Word Level,0.0035111829638481,-0.0017221584385763
73,8,2,2,salamandra,-0.1457866132259369,-0.1384685039520263,0.0073181092739105,0.0199264658000716,0.0022408450419281,GPT-2 Word Level,0.007318109273910578,-0.0017221584385763
74,9,2,2,salamandra,-0.171205461025238,-0.1738439798355102,-0.0026385188102722,0.0260760635781557,0.0027748053877244,GPT-2 Word Level,-0.002638518810272189,-0.0017221584385763
75,10,2,2,salamandra,-0.1846839487552642,-0.1711698472499847,0.0135141015052795,0.0339735073106799,0.0033599451547234,GPT-2 Word Level,0.013514101505279486,-0.0017221584385763
76,11,2,2,salamandra,-0.1515498161315918,-0.1482032239437103,0.0033465921878814,0.0333628622577228,0.0035948887577125,GPT-2 Word Level,0.0033465921878814975,-0.0017221584385763
77,12,2,2,salamandra,-0.1518985778093338,-0.1495639532804489,0.0023346245288848,0.0377272663519103,0.0037837202653945,GPT-2 Word Level,0.0023346245288848877,-0.0017221584385763
78,0,3,1,muñeca,0.4487810134887695,0.4487810134887695,0.0,0.0,0.0,GPT-2 Word Level,0.0,0.120493358633776
79,1,3,1,muñeca,-0.0126474695280194,-0.0217086561024189,-0.0090611865743994,0.0103036435172358,0.0018069560245377,GPT-2 Word Level,-0.009061186574399499,0.120493358633776
80,2,3,1,muñeca,-0.0345262140035629,-0.041524551808834,-0.0069983378052711,0.0148038641510016,0.001667435973863,GPT-2 Word Level,-0.0069983378052711,0.120493358633776
81,3,3,1,muñeca,-0.0466899275779724,-0.0535354129970073,-0.0068454854190349,0.0129144616137714,0.0014064070753593,GPT-2 Word Level,-0.006845485419034902,0.120493358633776
82,4,3,1,muñeca,-0.046601440757513,-0.060345359146595,-0.0137439183890819,0.0077872386479631,0.0013613419001106,GPT-2 Word Level,-0.013743918389082004,0.120493358633776
83,5,3,1,muñeca,-0.0541794411838054,-0.0682786330580711,-0.0140991918742656,0.0058991063752786,0.0013951929845586,GPT-2 Word Level,-0.014099191874265692,0.120493358633776
84,6,3,1,muñeca,-0.0569930896162986,-0.0709137693047523,-0.0139206796884536,0.0051688835708464,0.0014896955743026,GPT-2 Word Level,-0.013920679688453695,0.120493358633776
85,7,3,1,muñeca,-0.0467389300465583,-0.0542392581701278,-0.0075003281235694,0.0109092178407739,0.0018253756215414,GPT-2 Word Level,-0.007500328123569502,0.120493358633776
86,8,3,1,muñeca,-0.0557251423597335,-0.0627667382359504,-0.0070415958762168,0.0199264658000716,0.0022408450419281,GPT-2 Word Level,-0.007041595876216902,0.120493358633776
87,9,3,1,muñeca,-0.0530653372406959,-0.0638729035854339,-0.010807566344738,0.0260760635781557,0.0027748053877244,GPT-2 Word Level,-0.010807566344738007,0.120493358633776
88,10,3,1,muñeca,-0.060249738395214,-0.0686968341469764,-0.0084470957517623,0.0339735073106799,0.0033599451547234,GPT-2 Word Level,-0.008447095751762404,0.120493358633776
89,11,3,1,muñeca,-0.0545912720263004,-0.0610555782914161,-0.0064643062651157,0.0333628622577228,0.0035948887577125,GPT-2 Word Level,-0.006464306265115696,0.120493358633776
90,12,3,1,muñeca,-0.0551980733871459,-0.0588518865406513,-0.0036538131535053,0.0377272663519103,0.0037837202653945,GPT-2 Word Level,-0.0036538131535054016,0.120493358633776
91,0,3,2,muñeca,0.4800904989242553,0.4800904989242553,0.0,0.0,0.0,GPT-2 Word Level,0.0,0.0161290322580645
92,1,3,2,muñeca,-0.0150443846359848,-0.009110102429986,0.0059342822059988,0.0103036435172358,0.0018069560245377,GPT-2 Word Level,0.0059342822059988,0.0161290322580645
93,2,3,2,muñeca,-0.0663016960024833,-0.0594907626509666,0.0068109333515167,0.0148038641510016,0.001667435973863,GPT-2 Word Level,0.006810933351516696,0.0161290322580645
94,3,3,2,muñeca,-0.0849587172269821,-0.0768100917339325,0.0081486254930496,0.0129144616137714,0.0014064070753593,GPT-2 Word Level,0.008148625493049608,0.0161290322580645
95,4,3,2,muñeca,-0.0899802297353744,-0.0871877968311309,0.0027924329042434,0.0077872386479631,0.0013613419001106,GPT-2 Word Level,0.002792432904243497,0.0161290322580645
96,5,3,2,muñeca,-0.0907341837882995,-0.0923255383968353,-0.0015913546085357,0.0058991063752786,0.0013951929845586,GPT-2 Word Level,-0.0015913546085357944,0.0161290322580645
97,6,3,2,muñeca,-0.0993417501449585,-0.1063515394926071,-0.0070097893476486,0.0051688835708464,0.0014896955743026,GPT-2 Word Level,-0.007009789347648607,0.0161290322580645
98,7,3,2,muñeca,-0.09402746707201,-0.100175030529499,-0.006147563457489,0.0109092178407739,0.0018253756215414,GPT-2 Word Level,-0.006147563457489,0.0161290322580645
99,8,3,2,muñeca,-0.1048530712723732,-0.0932414084672927,0.0116116628050804,0.0199264658000716,0.0022408450419281,GPT-2 Word Level,0.011611662805080497,0.0161290322580645
100,9,3,2,muñeca,-0.1051542460918426,-0.0825866311788559,0.0225676149129867,0.0260760635781557,0.0027748053877244,GPT-2 Word Level,0.0225676149129867,0.0161290322580645
101,10,3,2,muñeca,-0.1109158545732498,-0.0764219313859939,0.0344939231872558,0.0339735073106799,0.0033599451547234,GPT-2 Word Level,0.0344939231872559,0.0161290322580645
102,11,3,2,muñeca,-0.0922061875462532,-0.0648946687579155,0.0273115187883377,0.0333628622577228,0.0035948887577125,GPT-2 Word Level,0.027311518788337708,0.0161290322580645
103,12,3,2,muñeca,-0.0966103076934814,-0.0589359290897846,0.0376743786036968,0.0377272663519103,0.0037837202653945,GPT-2 Word Level,0.0376743786036968,0.0161290322580645
104,0,4,1,palma,0.522038459777832,0.522038459777832,0.0,0.0,0.0,GPT-2 Word Level,0.0,-0.0177777777777778
105,1,4,1,palma,0.0421331413090229,0.0438103452324867,0.0016772039234638,0.0103036435172358,0.0018069560245377,GPT-2 Word Level,0.0016772039234637937,-0.0177777777777778
106,2,4,1,palma,0.0039962753653526,0.0146364346146583,0.0106401592493057,0.0148038641510016,0.001667435973863,GPT-2 Word Level,0.0106401592493057,-0.0177777777777778
107,3,4,1,palma,-0.0089413085952401,-0.0051687136292457,0.0037725949659943,0.0129144616137714,0.0014064070753593,GPT-2 Word Level,0.0037725949659944006,-0.0177777777777778
108,4,4,1,palma,-0.0179230216890573,-0.013537373393774,0.0043856482952833,0.0077872386479631,0.0013613419001106,GPT-2 Word Level,0.004385648295283302,-0.0177777777777778
109,5,4,1,palma,-0.0216883607208728,-0.0329457595944404,-0.0112573988735675,0.0058991063752786,0.0013951929845586,GPT-2 Word Level,-0.011257398873567599,-0.0177777777777778
110,6,4,1,palma,-0.018409926444292,-0.0400428958237171,-0.021632969379425,0.0051688835708464,0.0014896955743026,GPT-2 Word Level,-0.021632969379425104,-0.0177777777777778
111,7,4,1,palma,-0.0272313058376312,-0.0349321812391281,-0.0077008754014968,0.0109092178407739,0.0018253756215414,GPT-2 Word Level,-0.007700875401496898,-0.0177777777777778
112,8,4,1,palma,-0.0370895490050315,-0.0324155390262603,0.0046740099787712,0.0199264658000716,0.0022408450419281,GPT-2 Word Level,0.004674009978771203,-0.0177777777777778
113,9,4,1,palma,-0.049296423792839,-0.0424707010388374,0.0068257227540016,0.0260760635781557,0.0027748053877244,GPT-2 Word Level,0.0068257227540016036,-0.0177777777777778
114,10,4,1,palma,-0.0676046162843704,-0.0530447214841842,0.0145598948001861,0.0339735073106799,0.0033599451547234,GPT-2 Word Level,0.014559894800186192,-0.0177777777777778
115,11,4,1,palma,-0.0724052414298057,-0.0439692288637161,0.0284360125660896,0.0333628622577228,0.0035948887577125,GPT-2 Word Level,0.028436012566089602,-0.0177777777777778
116,12,4,1,palma,-0.0636022761464119,-0.051044151186943,0.0125581249594688,0.0377272663519103,0.0037837202653945,GPT-2 Word Level,0.012558124959468897,-0.0177777777777778
117,0,4,2,palma,0.4189636707305908,0.4189636707305908,0.0,0.0,0.0,GPT-2 Word Level,0.0,0.259259259259259
118,1,4,2,palma,-0.0142880463972687,0.0042010731995105,0.0184891195967793,0.0103036435172358,0.0018069560245377,GPT-2 Word Level,0.0184891195967792,0.259259259259259
119,2,4,2,palma,-0.048283077776432,-0.0182397682219743,0.0300433095544576,0.0148038641510016,0.001667435973863,GPT-2 Word Level,0.030043309554457703,0.259259259259259
120,3,4,2,palma,-0.0660737454891204,-0.0322333574295043,0.033840388059616,0.0129144616137714,0.0014064070753593,GPT-2 Word Level,0.0338403880596161,0.259259259259259
121,4,4,2,palma,-0.0749846845865249,-0.0427754372358322,0.0322092473506927,0.0077872386479631,0.0013613419001106,GPT-2 Word Level,0.032209247350692694,0.259259259259259
122,5,4,2,palma,-0.0636747777462005,-0.0509792268276214,0.0126955509185791,0.0058991063752786,0.0013951929845586,GPT-2 Word Level,0.012695550918579109,0.259259259259259
123,6,4,2,palma,-0.0646832138299942,-0.0529760494828224,0.0117071643471717,0.0051688835708464,0.0014896955743026,GPT-2 Word Level,0.011707164347171804,0.259259259259259
124,7,4,2,palma,-0.0729133263230323,-0.0626907497644424,0.0102225765585899,0.0109092178407739,0.0018253756215414,GPT-2 Word Level,0.010222576558589894,0.259259259259259
125,8,4,2,palma,-0.0789703354239463,-0.0618225634098053,0.017147772014141,0.0199264658000716,0.0022408450419281,GPT-2 Word Level,0.017147772014141,0.259259259259259
126,9,4,2,palma,-0.0686266869306564,-0.0432571843266487,0.0253695026040077,0.0260760635781557,0.0027748053877244,GPT-2 Word Level,0.025369502604007707,0.259259259259259
127,10,4,2,palma,-0.0954467058181762,-0.038845345377922,0.0566013604402542,0.0339735073106799,0.0033599451547234,GPT-2 Word Level,0.0566013604402542,0.259259259259259
128,11,4,2,palma,-0.0823163837194442,-0.00245913118124,0.0798572525382042,0.0333628622577228,0.0035948887577125,GPT-2 Word Level,0.07985725253820421,0.259259259259259
129,12,4,2,palma,-0.0768658071756362,0.0157477930188179,0.0926136001944542,0.0377272663519103,0.0037837202653945,GPT-2 Word Level,0.0926136001944541,0.259259259259259
130,0,5,1,peso,0.3132609128952026,0.3132609128952026,0.0,0.0,0.0,GPT-2 Word Level,0.0,0.236128493950772
131,1,5,1,peso,0.0297059379518032,0.0239388607442379,-0.0057670772075653,0.0103036435172358,0.0018069560245377,GPT-2 Word Level,-0.005767077207565301,0.236128493950772
132,2,5,1,peso,-0.0009858012199401,0.0005859639495611,0.0015717651695013,0.0148038641510016,0.001667435973863,GPT-2 Word Level,0.0015717651695012,0.236128493950772
133,3,5,1,peso,-0.0164602659642696,-0.0163172520697116,0.0001430138945579,0.0129144616137714,0.0014064070753593,GPT-2 Word Level,0.00014301389455800145,0.236128493950772
134,4,5,1,peso,-0.0295771993696689,-0.0295998714864254,-2.267211675643921e-05,0.0077872386479631,0.0013613419001106,GPT-2 Word Level,-2.267211675649819e-05,0.236128493950772
135,5,5,1,peso,-0.046153001487255,-0.0444212816655635,0.0017317198216915,0.0058991063752786,0.0013951929845586,GPT-2 Word Level,0.0017317198216914992,0.236128493950772
136,6,5,1,peso,-0.0412373691797256,-0.0404785647988319,0.0007588043808937,0.0051688835708464,0.0014896955743026,GPT-2 Word Level,0.0007588043808937003,0.236128493950772
137,7,5,1,peso,-0.0346091650426387,-0.0332076177000999,0.0014015473425388,0.0109092178407739,0.0018253756215414,GPT-2 Word Level,0.001401547342538799,0.236128493950772
138,8,5,1,peso,-0.0274659786373376,-0.0279365517199039,-0.0004705730825662,0.0199264658000716,0.0022408450419281,GPT-2 Word Level,-0.00047057308256629946,0.236128493950772
139,9,5,1,peso,-0.0158421359956264,-0.0208643209189176,-0.0050221849232912,0.0260760635781557,0.0027748053877244,GPT-2 Word Level,-0.005022184923291199,0.236128493950772
140,10,5,1,peso,0.0015603490173816,-0.0117697305977344,-0.0133300796151161,0.0339735073106799,0.0033599451547234,GPT-2 Word Level,-0.013330079615116,0.236128493950772
141,11,5,1,peso,-0.0021454691886901,-0.0101741319522261,-0.0080286627635359,0.0333628622577228,0.0035948887577125,GPT-2 Word Level,-0.008028662763535999,0.236128493950772
142,12,5,1,peso,-0.0063245557248592,-0.02139463275671,-0.0150700770318508,0.0377272663519103,0.0037837202653945,GPT-2 Word Level,-0.015070077031850801,0.236128493950772
143,0,5,2,peso,0.3996237516403198,0.3996237516403198,0.0,0.0,0.0,GPT-2 Word Level,0.0,0.0802139037433155
144,1,5,2,peso,0.0484734736382961,0.0137691535055637,-0.0347043201327323,0.0103036435172358,0.0018069560245377,GPT-2 Word Level,-0.0347043201327324,0.0802139037433155
145,2,5,2,peso,0.005825912579894,-0.0101074809208512,-0.0159333935007452,0.0148038641510016,0.001667435973863,GPT-2 Word Level,-0.0159333935007452,0.0802139037433155
146,3,5,2,peso,-0.0023974012583494,-0.0200644768774509,-0.0176670756191015,0.0129144616137714,0.0014064070753593,GPT-2 Word Level,-0.0176670756191015,0.0802139037433155
147,4,5,2,peso,-0.016109712421894,-0.0331544950604438,-0.0170447826385498,0.0077872386479631,0.0013613419001106,GPT-2 Word Level,-0.0170447826385498,0.0802139037433155
148,5,5,2,peso,-0.0326568558812141,-0.0428452901542186,-0.0101884342730045,0.0058991063752786,0.0013951929845586,GPT-2 Word Level,-0.010188434273004497,0.0802139037433155
149,6,5,2,peso,-0.0234672520309686,-0.0403599701821804,-0.0168927181512117,0.0051688835708464,0.0014896955743026,GPT-2 Word Level,-0.016892718151211798,0.0802139037433155
150,7,5,2,peso,-0.018887061625719,-0.0281055867671966,-0.0092185251414775,0.0109092178407739,0.0018253756215414,GPT-2 Word Level,-0.009218525141477599,0.0802139037433155
151,8,5,2,peso,-0.0166114866733551,-0.0257689487189054,-0.0091574620455503,0.0199264658000716,0.0022408450419281,GPT-2 Word Level,-0.009157462045550301,0.0802139037433155
152,9,5,2,peso,-0.0150390733033418,-0.0231707841157913,-0.0081317108124494,0.0260760635781557,0.0027748053877244,GPT-2 Word Level,-0.0081317108124495,0.0802139037433155
153,10,5,2,peso,-0.0058352742344141,-0.0127203110605478,-0.0068850368261337,0.0339735073106799,0.0033599451547234,GPT-2 Word Level,-0.006885036826133699,0.0802139037433155
154,11,5,2,peso,0.0066427215933799,-0.0066187372431159,-0.0132614588364958,0.0333628622577228,0.0035948887577125,GPT-2 Word Level,-0.0132614588364958,0.0802139037433155
155,12,5,2,peso,0.0148166976869106,-0.011571355164051,-0.0263880528509616,0.0377272663519103,0.0037837202653945,GPT-2 Word Level,-0.026388052850961602,0.0802139037433155
156,0,6,1,banco,0.3954488039016723,0.3954488039016723,0.0,0.0,0.0,GPT-2 Word Level,0.0,0.180387409200969
157,1,6,1,banco,-0.0043469406664371,0.036555141210556,0.0409020818769931,0.0103036435172358,0.0018069560245377,GPT-2 Word Level,0.0409020818769931,0.180387409200969
158,2,6,1,banco,-0.0596654117107391,-0.0146957486867904,0.0449696630239486,0.0148038641510016,0.001667435973863,GPT-2 Word Level,0.0449696630239487,0.180387409200969
159,3,6,1,banco,-0.0806914567947387,-0.0484484881162643,0.0322429686784744,0.0129144616137714,0.0014064070753593,GPT-2 Word Level,0.0322429686784744,0.180387409200969
160,4,6,1,banco,-0.0884242355823516,-0.0677215605974197,0.0207026749849319,0.0077872386479631,0.0013613419001106,GPT-2 Word Level,0.020702674984931904,0.180387409200969
161,5,6,1,banco,-0.0980044901371002,-0.085066832602024,0.0129376575350761,0.0058991063752786,0.0013951929845586,GPT-2 Word Level,0.01293765753507621,0.180387409200969
