,wordID,target,meaningID,sesgoBase,sesgoGen
0,00,raya,0,-0.04685588926076889,-0.0457770898938179
1,00,raya,1,-0.0995369479060173,-0.09099919348955154
2,01,llama,0,-0.16408495604991913,-0.15343952178955078
3,01,llama,1,-0.03724093362689018,-0.03599875792860985
4,02,salamandra,0,-0.08335613459348679,-0.06568359583616257
5,02,salamandra,1,-0.11983329802751541,-0.11371682584285736
6,03,muñeca,0,-0.04228919744491577,-0.060160327702760696
7,03,muñeca,1,-0.05804956704378128,-0.0647815614938736
8,04,palma,0,0.01613154448568821,0.012375600636005402
9,04,palma,1,-0.0370064452290535,-0.026997432112693787
10,05,peso,0,-0.04044600576162338,-0.038222361356019974
11,05,peso,1,0.008897695690393448,0.017277777194976807
12,06,banco,0,-0.06652021408081055,-0.1020655557513237
13,06,banco,1,-0.11604282259941101,-0.11382710933685303
14,07,tarjeta,0,-0.12059089541435242,-0.1248079389333725
15,07,tarjeta,1,-0.1161719560623169,-0.09270860254764557
16,08,granada,0,-0.10945232212543488,-0.09827184677124023
17,08,granada,1,-0.08354179561138153,-0.08796268701553345
18,09,lima,0,-0.07393506914377213,-0.062367212027311325
19,09,lima,1,-0.11563180387020111,-0.10161320865154266
20,10,mango,0,-0.08409850299358368,-0.08097270876169205
21,10,mango,1,-0.06386177986860275,-0.07661153376102448
22,11,copa,0,-0.08184138685464859,-0.09166984260082245
23,11,copa,1,-0.0811379924416542,-0.08295033872127533
24,12,arco,0,-0.0853322222828865,-0.08407202363014221
25,12,arco,1,-0.032316580414772034,-0.03831090033054352
26,13,penal,0,-0.06987312436103821,-0.06312672793865204
27,13,penal,1,-0.021531259641051292,-0.022381678223609924
28,14,pico,0,-0.11522864550352097,-0.12286297976970673
29,14,pico,1,-0.06149996444582939,-0.0492192767560482
30,15,cabo,0,-0.08358676731586456,-0.07955484837293625
31,15,cabo,1,-0.03580319881439209,-0.03313229978084564
32,16,sierra,0,-0.11016897857189178,-0.0970863550901413
33,16,sierra,1,-0.06460490822792053,-0.0585976168513298
34,17,cólera,0,-0.010902218520641327,-0.004933545365929604
35,17,cólera,1,-0.05137551575899124,-0.05070819705724716
36,18,buzo,0,-0.11738339811563492,-0.11087971925735474
37,18,buzo,1,-0.12302084267139435,-0.12196563184261322
38,19,sostén,0,-0.03468795493245125,-0.027684107422828674
39,19,sostén,1,-0.03376959636807442,-0.03637992590665817
40,20,taco,0,-0.14736314117908478,-0.13224583864212036
41,20,taco,1,-0.054405197501182556,-0.03395410627126694
42,21,pluma,0,-0.12908414006233215,-0.12224913388490677
43,21,pluma,1,-0.05060477554798126,-0.040370047092437744
44,23,regla,0,-0.0816420242190361,-0.08293581008911133
45,23,regla,1,-0.023775139823555946,-0.026366662234067917
46,24,goma,0,-0.09207653999328613,-0.08919520676136017
47,24,goma,1,-0.029486477375030518,-0.028128711506724358
48,25,raíz,0,-0.023872870951890945,-0.0015628896653652191
49,25,raíz,1,-0.04479434713721275,-0.04839771240949631
50,26,cuarto,0,-0.09417043626308441,-0.10808603465557098
51,26,cuarto,1,-0.06631925702095032,-0.06666359305381775
52,27,medio,0,-0.05350377410650253,-0.050494708120822906
53,27,medio,1,0.010173648595809937,-0.006768627092242241
54,28,cuenta,0,0.00025268690660595894,-0.003752127755433321
55,28,cuenta,1,-0.02195144072175026,-0.02163972705602646
56,29,nota,0,-0.03192589432001114,-0.026846881955862045
57,29,nota,1,-0.022996509447693825,-0.027535399422049522
58,30,órgano,0,-0.018065595999360085,0.004089477472007275
59,30,órgano,1,-0.022918201982975006,-0.029769327491521835
60,31,batería,0,-0.0918557196855545,-0.03696446120738983
61,31,batería,1,-0.056592874228954315,-0.04200055077672005
62,32,izquierda,0,0.0333438441157341,0.0824948400259018
63,32,izquierda,1,-0.04426349699497223,-0.04304966330528259
64,33,partido,0,0.04913749173283577,0.02225838229060173
65,33,partido,1,-0.04865656793117523,-0.02226025052368641
66,34,campaña,0,0.06548015773296356,0.05547799542546272
67,34,campaña,1,-0.11044784635305405,-0.10521528124809265
68,35,estado,0,0.012066087685525417,0.006809324957430363
69,35,estado,1,-0.07265099883079529,-0.043013837188482285
70,36,pastor,0,-0.09238529205322266,-0.0843065083026886
71,36,pastor,1,-0.09768494963645935,-0.1056329607963562
72,37,oración,0,-0.043329738080501556,-0.04807282239198685
73,37,oración,1,-0.11841136962175369,-0.12246119976043701
74,38,función,0,-0.019945867359638214,-0.01936076022684574
75,38,función,1,-0.021662013605237007,-0.011465540155768394
76,39,obra,0,0.011312166228890419,-0.002830493962392211
77,39,obra,1,-0.05102737247943878,-0.05253928527235985
78,40,plataforma,0,-0.09842779487371445,-0.09693025052547455
79,40,plataforma,1,-0.04927726089954376,-0.03579515218734741
80,41,viral,0,-0.13257884979248047,-0.11785472929477692
81,41,viral,1,-0.09124109894037247,-0.07768596708774567
82,42,red,0,-0.09827783703804016,-0.07341037690639496
83,42,red,1,-0.04235236719250679,-0.03363688290119171
84,43,aplicación,0,-0.08218999952077866,-0.07478566467761993
85,43,aplicación,1,-0.055775150656700134,-0.04578302055597305
86,44,expreso,0,0.01191853079944849,0.01791013404726982
87,44,expreso,1,-0.06883285939693451,-0.07637631148099899
88,45,móvil,0,-0.04942350089550018,-0.06586050242185593
89,45,móvil,1,-0.09594400227069855,-0.0933992862701416
90,46,metro,0,-0.025037869811058044,-0.02703949436545372
91,46,metro,1,-0.0815965086221695,-0.0913512259721756
92,47,estación,0,-0.02559683844447136,-0.0181184783577919
93,47,estación,1,-0.02871733345091343,-0.025311635807156563
